종목코드,단축코드,표준코드,종목명,종목명_통합,한글 종목명,한글 종목약명,영문 종목명,시장구분,소속부,액면가,상장주식수,소속부.1,업종코드,업종명,결산월,지정자문인,자본금,통화구분,대표이사,대표전화,주소,상장일,증권구분,주식종류
336370,336370,KR7336370002,솔루스첨단소재,솔루스첨단소재,솔루스첨단소재보통주,솔루스첨단소재,Solus Advanced Materials,KOSPI,,100,70217344.0,,32602.0,전자부품 제조업,12.0,,9090440600.0,원(KRW),곽근만,031-8039-6301,전라북도 익산시 서동로 627 -,2019/10/18,주권,보통주
,33637K,KR733637K010,,솔루스첨단소재1우선주,솔루스첨단소재1우선주,솔루스첨단소재1우,Solus Advanced Materials(1P),KOSPI,,100,16908766.0,,,,,,,,,,,2019/10/18,주권,구형우선주
,33637L,KR733637K028,,솔루스첨단소재2우선주(신형),솔루스첨단소재2우선주(신형),솔루스첨단소재2우B,Solus Advanced Materials(2PB),KOSPI,,100,3778296.0,,,,,,,,,,,2019/10/18,주권,신형우선주
336570,336570,KR7336570007,원텍,원텍,원텍,원텍,WONTECH,KOSDAQ,기술성장기업부,100,89968897.0,기술성장기업,32701.0,의료용 기기 제조업,12.0,,8996889700.0,원(KRW),"김종원, 김정현",02-769-3635,대전광역시 유성구 테크노8로 64 (용산동),2019/12/19,주권,보통주
336680,336680,KR7336680004,탑런토탈솔루션,탑런토탈솔루션,탑런토탈솔루션,탑런토탈솔루션,"TOP RUN TOTAL SOLUTION CO.,LTD",KOSDAQ,중견기업부,500,39145558.0,,32602.0,전자부품 제조업,12.0,,19572779000.0,원(KRW),박영근,054-471-4907,경상북도 구미시 옥계2공단로 46-14 ,2024/11/01,주권,보통주
337840,337840,KR7337840003,유엑스엔,유엑스엔,유엑스엔,유엑스엔,UXN,KONEX,일반기업부,500,4747536.0,,32701.0,의료용 기기 제조업,12.0,키움증권,2373768000.0,원(KRW),박세진,02-858-0931,"경기도 의왕시 오봉산단3로 25 경기도 의왕시 오봉산단3로 25, 1동 505호(삼동, 의왕테크노파크)",2019/11/28,주권,보통주
337930,337930,KR7337930002,젝시믹스,젝시믹스,젝시믹스,젝시믹스,XEXYMIX,KOSDAQ,우량기업부,500,29676475.0,,106309.0,기타 정보 서비스업,12.0,,15093901000.0,원(KRW),이수연 (단독 대표이사),02-6959-2362,"서울특별시 성동구 뚝섬로1길 63, 12층(성수동1가, 영창디지털타워) ",2020/08/13,주권,보통주
338100,338100,KR7338100001,NH프라임리츠,NH프라임리츠,NH프라임리츠보통주,NH프라임리츠,NH Prime REIT,KOSPI,,500,18660000.0,,126801.0,부동산 임대 및 공급업,11.0,,9330000000.0,원(KRW),소선호,02-6264-2836,"서울특별시 영등포구 국제금융로8길  2 5층(여의도동, 농협재단빌딩)",2019/12/05,부동산투자회사,보통주
338220,338220,KR7338220007,뷰노,뷰노,뷰노,뷰노,"VUNO, Inc.",KOSDAQ,기술성장기업부,100,14001823.0,기술성장기업,105802.0,소프트웨어 개발 및 공급업,12.0,,1400182300.0,원(KRW),이예하,02-515-6646,서울특별시 서초구 강남대로 479 9층,2021/02/26,주권,보통주
338840,338840,KR7338840002,와이바이오로직스,와이바이오로직스,와이바이오로직스,와이바이오로직스,"Y-Biologics, Inc",KOSDAQ,기술성장기업부,500,14949181.0,기술성장기업,137001.0,자연과학 및 공학 연구개발업,12.0,,7474590500.0,원(KRW),"박영우, 장우익",042-867-9971,"대전광역시 유성구 테크로 4로 17, 비715호 ",2023/12/05,주권,보통주
339770,339770,KR7339770000,교촌에프앤비,교촌에프앤비,교촌에프앤비보통주,교촌에프앤비,KYOCHON FOOD&BEVERAGE,KOSPI,,500,49965080.0,,74603.0,음·식료품 및 담배 도매업,12.0,,25070420000.0,원(KRW),송종화,031-371-3500,경기도 성남시 수정구 금토로80번길 15-3 (금토동),2020/11/12,주권,보통주
339950,339950,KR7339950008,아이비김영,아이비김영,아이비김영,아이비김영,"IBKIMYOUNG CO.,LTD.",KOSDAQ,중견기업부,100,44946655.0,,168505.0,일반 교습 학원,12.0,,4494665500.0,원(KRW),김석철,02-3456-8013,"서울특별시 서초구 강남대로 279 4,5층(서초동, 백향빌딩)",2019/12/24,주권,보통주
340360,340360,KR7340360007,다보링크,다보링크,다보링크,다보링크,DAVOLINK,KOSDAQ,중견기업부,100,43951909.0,,32604.0,통신 및 방송 장비 제조업,12.0,,4395190900.0,원(KRW),임상현,031-387-3240,경기도 안양시 동안구 벌말로 112 주식회사 다보링크,2019/12/19,주권,보통주
340440,340440,KR7340440007,세림B&G,세림B&G,세림비앤지,세림B&G,SERIM B&G,KOSDAQ,벤처기업부,100,28378364.0,,32202.0,플라스틱제품 제조업,12.0,,2837836400.0,원(KRW),나상수,02 - 3772 - 7340,경기도 평택시 오성면 오성북로 154-51 (주)세림비앤지,2019/12/27,주권,보통주
340450,340450,KR7340450006,지씨지놈,지씨지놈,지씨지놈,지씨지놈,GC Genome Corporation,KOSDAQ,기술성장기업부,500,23650793.0,기술성장기업,137309.0,"그외 기타 전문, 과학 및 기술 서비스업",12.0,,11825396500.0,원(KRW),기창석,031-260-0600,경기도 용인시 기흥구 이현로30번길 107 ,2025/06/11,주권,보통주
340570,340570,KR7340570001,티앤엘,티앤엘,티앤엘,티앤엘,"T&L Co., LTD.",KOSDAQ,우량기업부,500,8128000.0,,32103.0,의료용품 및 기타 의약 관련제품 제조업,12.0,,4464000000.0,원(KRW),최윤소,031-323-3113,경기도 용인시 수지구 신수로 767 에이동 2401호,2020/11/20,주권,보통주
340810,340810,KR7340810001,시선AI,시선AI,시선에이아이,시선AI,SECERN AI,KOSDAQ,기술성장기업부,500,12956082.0,기술성장기업,105802.0,소프트웨어 개발 및 공급업,12.0,,6503040000.0,원(KRW),남운성,02-6277-7800,서울특별시 강남구 테헤란로22길 12 ,2023/05/19,주권,보통주
340930,340930,KR7340930007,유일에너테크,유일에너테크,유일에너테크,유일에너테크,"YOUIL ENERGY TECH CO.,LTD.",KOSDAQ,벤처기업부,500,34204450.0,,32902.0,특수 목적용 기계 제조업,12.0,,17102225000.0,원(KRW),정연길,031-611-7227,경기도 안성시 원곡면 지문로 203-160 유일에너테크(주),2021/02/25,주권,보통주
341170,341170,KR7341170009,퓨쳐메디신,퓨쳐메디신,퓨쳐메디신,퓨쳐메디신,Future Medicine,KONEX,일반기업부,500,10533205.0,,137001.0,자연과학 및 공학 연구개발업,12.0,NH투자증권,5266602500.0,원(KRW),정낙신/정완석,02-3429-3473,경기도 성남시 수정구 창업로 54 619호,2022/07/27,주권,보통주
341310,341310,KR7341310001,이앤에치,이앤에치,이앤에치,이앤에치,E&H,KONEX,일반기업부,100,17293400.0,,31309.0,기타 섬유제품 제조업,12.0,IBK증권,1729340000.0,원(KRW),"김정운, 유병덕(공동 대표이사)",031-533-0283,경기도 포천시 화현면 봉화로 975-51 ,2019/12/27,주권,보통주
342870,342870,KR7342870003,오아,오아,오아,오아,"OA Co., Ltd.",KOSDAQ,중견기업부,500,5442619.0,,74703.0,가전제품 및 정보통신장비 소매업,12.0,,3665323500.0,원(KRW),김상무,02-599-1271,서울특별시 서초구 효령로46길 97 ,2025/09/09,주권,보통주
343090,343090,KR7343090007,HLB사이언스,HLB사이언스,에이치엘비사이언스,HLB사이언스,HLB SCIENCE,KONEX,일반기업부,500,17841811.0,,32103.0,의료용품 및 기타 의약 관련제품 제조업,12.0,신한증권,8920905500.0,원(KRW),윤종선,02-6925-0379,서울특별시 송파구 법원로 128씨동 1314호 ,2020/04/24,주권,보통주
344820,344820,KR7344820006,KCC글라스,KCC글라스,케이씨씨글라스보통주,KCC글라스,KCC GLASS Corporation,KOSPI,,1000,15970512.0,,32301.0,유리 및 유리제품 제조업,12.0,,15970512000.0,원(KRW),"정몽익, 변종오(각자대표이사)",,서울특별시 서초구 강남대로 587(잠원동) ,2020/01/21,주권,보통주
344860,344860,KR7344860002,이노진,이노진,이노진,이노진,"INNOGENE Co., Ltd.",KOSDAQ,기술성장기업부,100,12030000.0,신속이전기업,32004.0,기타 화학제품 제조업,12.0,,1203000000.0,원(KRW),이광훈,02-2108-2294,"서울특별시 구로구 디지털로33길 28, 301호 ",2023/02/20,주권,보통주
346010,346010,KR7346010002,타이드,타이드,타이드,타이드,TIDE,KONEX,일반기업부,500,4860062.0,,32602.0,전자부품 제조업,12.0,한화투자,2430031000.0,원(KRW),조경종,02-6673-0934,"서울특별시 금천구 벚꽃로 27813층 1309호(가산동, SJ테크노빌) ",2022/12/28,주권,보통주
347000,347000,KR7347000002,센코,센코,센코,센코,"SENKO Co.,Ltd.",KOSDAQ,기술성장기업부,500,34892559.0,기술성장기업,32702.0,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",12.0,,17843779500.0,원(KRW),"하승철, 변기수",031-492-0445,경기도 오산시 독산성로 445 (주)센코 ,2020/10/29,주권,보통주
347700,347700,KR7347700007,스피어,스피어,스피어,스피어,Sphere,KOSDAQ,기술성장기업부,500,39228419.0,기술성장기업,105802.0,소프트웨어 개발 및 공급업,12.0,,19614209500.0,원(KRW),최광수,1661-2858,서울특별시 강남구 삼성로95길 27 3층 ,2021/03/23,주권,보통주
347740,347740,KR7347740003,피엔케이피부임상연구센타,피엔케이피부임상연구센타,피엔케이피부임상연구센타,피엔케이피부임상연구센타,"P&K Skin Research Center Co.,Ltd.",KOSDAQ,벤처기업부,500,30010576.0,,137309.0,"그외 기타 전문, 과학 및 기술 서비스업",12.0,,15005288000.0,원(KRW),"박진오, 이해광(각자대표)",02-6925-1502,서울특별시 영등포구 국회대로62길 25 교육시설재난공제회관 4층 &nbsp,2020/09/09,주권,보통주
347770,347770,KR7347770000,핌스,핌스,핌스,핌스,PIMS Inc.,KOSDAQ,중견기업부,500,22857042.0,,32602.0,전자부품 제조업,12.0,,11528271000.0,원(KRW),김민용,032-875-7333,인천광역시 남동구 남동동로138번길 15 -,2020/09/18,주권,보통주
347850,347850,KR7347850000,디앤디파마텍,디앤디파마텍,디앤디파마텍,디앤디파마텍,D&D Pharmatech Inc.,KOSDAQ,기술성장기업부,500,10856319.0,기술성장기업,137001.0,자연과학 및 공학 연구개발업,12.0,,5428159500.0,원(KRW),이슬기,031-8019-7771,"경기도 성남시 수정구 금토로80번길 27 (금토동, 텔레칩스) 4층 ",2024/05/02,주권,보통주
347860,347860,KR7347860009,알체라,알체라,알체라,알체라,Alchera Inc.,KOSDAQ,벤처기업부,500,38710961.0,,105802.0,소프트웨어 개발 및 공급업,12.0,,19355480500.0,원(KRW),황영규,031-697-8961,경기도 성남시 분당구 판교로256번길 25 7층(삼평동) ,2020/12/21,주권,보통주
347890,347890,KR7347890006,엠투아이,엠투아이,엠투아이코퍼레이션,엠투아이,M2I CORPORATION,KOSDAQ,벤처기업부,100,16913204.0,,32702.0,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",12.0,,1691320400.0,원(KRW),강원희,031-465-3366,경기도 안양시 동안구 시민대로327번길 11-35 엠투아이빌딩,2020/07/29,주권,보통주
348030,348030,KR7348030008,모비릭스,모비릭스,모비릭스,모비릭스,MOBIRIX Corporation,KOSDAQ,중견기업부,100,9603800.0,,105802.0,소프트웨어 개발 및 공급업,12.0,,960380000.0,원(KRW),"이남일, 이승균(각자 대표이사)",1588-3027,"서울특별시 금천구 가산디지털1로 186 604~607호, 901호, 902호 일부(가산동, 제이플라츠) ",2021/01/28,주권,보통주
348080,348080,KR7348080003,큐라티스,큐라티스,주식회사 큐라티스,큐라티스,Quratis Inc.,KOSDAQ,투자주의환기종목(소속부없음),500,73862864.0,,137001.0,자연과학 및 공학 연구개발업,12.0,,36931432000.0,원(KRW),김성준,070-4141-5942,충청북도 청주시 흥덕구 오송읍 의료단지길 143 -,2023/06/15,주권,보통주
348150,348150,KR7348150004,고바이오랩,고바이오랩,고바이오랩,고바이오랩,"KoBioLabs, Inc",KOSDAQ,기술성장기업부,500,19418889.0,기술성장기업,137001.0,자연과학 및 공학 연구개발업,12.0,,9709444500.0,원(KRW),고광표,02-888-9964,"서울특별시 관악구 관악로 1 220동 745-1호(신림동, 서울대학교종합연구동)",2020/11/18,주권,보통주
348210,348210,KR7348210006,넥스틴,넥스틴,넥스틴,넥스틴,NEXTIN Inc.,KOSDAQ,우량기업부,500,10477005.0,,32902.0,특수 목적용 기계 제조업,12.0,,5238502500.0,원(KRW),박태훈,031-629-2300,경기도 화성시 동탄산단9길 23-12 ,2020/10/08,주권,보통주
348340,348340,KR7348340001,뉴로메카,뉴로메카,뉴로메카,뉴로메카,"Neuromeka Co., Ltd.",KOSDAQ,기술성장기업부,500,11349087.0,기술성장기업,32902.0,특수 목적용 기계 제조업,12.0,,5674543500.0,원(KRW),박종훈,1661-0773,서울특별시 성동구 아차산로 78 (성수동2가) ,2022/11/04,주권,보통주
348350,348350,KR7348350000,위드텍,위드텍,위드텍,위드텍,"WITHTECH, Inc.",KOSDAQ,우량기업부,500,10183600.0,,32702.0,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",12.0,,5091800000.0,원(KRW),"유승교,박현열(각자 대표이사)",042-936-7117,대전광역시 유성구 테크노2로 300 (탑립동) ,2020/10/30,주권,보통주
348370,348370,KR7348370008,엔켐,엔켐,엔켐,엔켐,"Enchem Co., Ltd.",KOSDAQ,중견기업부,500,21767445.0,,32001.0,기초 화학물질 제조업,12.0,,10883722500.0,원(KRW),오정강,041-568-9454,충청북도 제천시 바이오밸리로 107 ,2021/11/01,주권,보통주
348950,348950,KR7348950007,제이알글로벌리츠,제이알글로벌리츠,제이알글로벌리츠보통주,제이알글로벌리츠,JR GLOBAL REIT,KOSPI,,1000,197376000.0,,126801.0,부동산 임대 및 공급업,6.0,,197376000000.0,원(KRW),오남수,,서울특별시 중구 을지로 100 ,2020/08/07,부동산투자회사,보통주
350520,350520,KR7350520003,이지스레지던스리츠,이지스레지던스리츠,이지스레지던스리츠보통주,이지스레지던스리츠,IGIS RESIDENCE REIT,KOSPI,,1000,36866202.0,,126801.0,부동산 임대 및 공급업,6.0,,36866202000.0,원(KRW),이승환,02-6959-3100,"서울특별시 영등포구 여의공원로 115, 14층 ",2020/08/05,부동산투자회사,보통주
351020,351020,KR7351020003,미쥬,미쥬,미쥬,미쥬,MIJU,KONEX,일반기업부,100,2075000.0,,31401.0,봉제의복 제조업,12.0,IBK증권,250000000.0,원(KRW),황승주,02-2038-3999,"서울특별시 금천구 가산디지털1로 70, 1212호 (가산동, 호서대벤처타워) ",2023/10/26,주권,보통주
351320,351320,KR7351320007,넥사다이내믹스,넥사다이내믹스,넥사다이내믹스,넥사다이내믹스,Nexa Dynamics,KOSDAQ,중견기업부,100,28823752.0,,32902.0,특수 목적용 기계 제조업,12.0,,2882375200.0,원(KRW),전해인(단독대표),02-6915-5797,경기도 시흥시 엠티브이26로58번길 25 (정왕동),2020/06/22,주권,보통주
351330,351330,KR7351330006,이삭엔지니어링,이삭엔지니어링,이삭엔지니어링,이삭엔지니어링,"ISAAC Engineering Co., Ltd.",KOSDAQ,벤처기업부,500,8288520.0,,106201.0,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",12.0,,4144260000.0,원(KRW),"김창수, 김범수",031-361-0800,경기도 군포시 군포첨단산업1로 15 ,2021/04/21,주권,보통주
351870,351870,KR7351870001,차이커뮤니케이션,차이커뮤니케이션,차이커뮤니케이션,차이커뮤니케이션,"Chai Communication Co., LTD.",KOSDAQ,중견기업부,500,11160642.0,,137103.0,광고업,12.0,,5580321000.0,원(KRW),최영섭,0220178800,서울특별시 강남구 학동로43길 6 ,2024/09/27,주권,보통주
352090,352090,KR7352090005,스톰테크,스톰테크,스톰테크,스톰테크,"Stormtec Co.,Ltd",KOSDAQ,중견기업부,100,26872998.0,,32202.0,플라스틱제품 제조업,12.0,,2687299800.0,원(KRW),"강기환, 최준수",02-2661-7517,서울특별시 강서구 화곡로68길 143 ,2023/11/20,주권,보통주
352480,352480,KR7352480008,씨앤씨인터내셔널,씨앤씨인터내셔널,씨앤씨인터내셔널,씨앤씨인터내셔널,C&C INTERNATIONAL,KOSDAQ,우량기업부,100,13629901.0,,32004.0,기타 화학제품 제조업,12.0,,1362990100.0,원(KRW),배수아,031-8006-1600,경기도 화성시 삼성1로5길 39 ,2021/05/17,주권,보통주
352700,352700,KR7352700009,씨앤투스,씨앤투스,씨앤투스,씨앤투스,CNTUS,KOSDAQ,우량기업부,500,26276899.0,,32005.0,화학섬유 제조업,12.0,,14336649500.0,원(KRW),하춘욱,02-585-5915,부산광역시 강서구 녹산산업중로192번길 24 ,2021/01/28,주권,보통주
352770,352770,KR7352770002,셀레스트라,셀레스트라,셀레스트라,셀레스트라,Celestra,KOSDAQ,관리종목(소속부없음),100,2592407.0,,32103.0,의료용품 및 기타 의약 관련제품 제조업,12.0,,259240700.0,원(KRW),백서현,070-8286-6966,"경기도 수원시 영통구 대학4로 17 제 4층 416호(이의동, 에이스광교타워 1차)",2020/12/04,주권,보통주
352820,352820,KR7352820005,하이브,하이브,하이브보통주,하이브,HYBE,KOSPI,,500,42098022.0,,105902.0,오디오물 출판 및 원판 녹음업,12.0,,21049011000.0,원(KRW),이재상,02-3334-0105,서울특별시 용산구 한강대로 42 용산트레이드센터,2020/10/15,주권,보통주
352910,352910,KR7352910004,오비고,오비고,오비고,오비고,Obigo Inc.,KOSDAQ,기술성장기업부,500,12637802.0,기술성장기업,106201.0,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",12.0,,6318901000.0,원(KRW),황도연,031-8033-3000,경기도 성남시 분당구 판교로 338 3층 &nbsp,2021/07/13,주권,보통주
352940,352940,KR7352940001,인바이오,인바이오,인바이오,인바이오,"ENBIOCO., LTD.",KOSDAQ,벤처기업부,500,10867730.0,,32003.0,"비료, 농약 및 살균, 살충제 제조업",12.0,,5991545000.0,원(KRW),이명재,031-477-6011,"경기도 군포시 번영로28번길 37-20, 402호(부곡동, 덕원프라자) ",2020/12/11,주권,보통주
